contrast,n_pairs,W,p_exact,hl_est,hl_l,hl_u,r_rb,note
"T. congolense vs T. evansi (block-mean AUC, 8 pairs)",8,24,0.46093750000000006,5.954513875,-10.68625,21.10138883333333,0.25,NA
