contrast,n_pairs,n_nonzero,n_ties,W,p,p_method,hl_est,hl_l,hl_u,r_rb,note
"A. indica vs M. oleifera (block-mean AUC, 8 pairs)",8,7,0,14,1,asymptotic,0.29621946538681077,-14.728256416499443,20.536191454710163,-0.14285714285714285,NA
