contrast,n_pairs,n_nonzero,n_ties,W,p,p_method,hl_est,hl_l,hl_u,r_rb,note
"A. indica vs M. oleifera (mean %motile, 8 pairs)",8,8,0,29,0.14843750000000003,exact,0.11111111111111113,-0.07777777777777779,0.24444444444444452,0.25,NA
