plant,part,parasite,group,concentration_mgml,day,lev,lev_raw,animal_dead,data_flag
A. indica,seeds,T. congolense,100mg/ml,100,1,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,2,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,3,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,4,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,5,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,6,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,7,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,8,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,9,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,10,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,11,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,12,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,13,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,14,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,15,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,16,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,17,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,18,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,19,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,20,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,21,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,22,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,23,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,24,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,25,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,26,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,27,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,28,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,29,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,30,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,31,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,32,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,33,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,34,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,35,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,36,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,37,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,38,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,39,0,0,FALSE,NA
A. indica,seeds,T. congolense,100mg/ml,100,40,0,0,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,1,0,0,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,2,0,0,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,3,0,0,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,4,0,0,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,5,0,0,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,6,0,0,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,7,0,0,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,8,0,0,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,9,1.23,1.23,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,10,1.49,1.49,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,11,1.57,1.57,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,12,2.63,2.63,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,13,3.31,3.31,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,14,4.06,4.06,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,15,4.45,4.45,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,16,4.28,4.28,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,17,4.39,4.39,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,18,4.3,4.3,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,19,3.74,3.74,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,20,3.85,3.85,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,21,4.35,4.35,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,22,4.6,4.6,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,23,4.89,4.89,FALSE,NA
A. indica,seeds,T. congolense,10mg/ml,10,24,5,5.09,FALSE,LEV=5.09 capped to 5 (outlier; above 0-5 scale)
A. indica,seeds,T. congolense,10mg/ml,10,25,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,10mg/ml,10,26,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,10mg/ml,10,27,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,10mg/ml,10,28,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,10mg/ml,10,29,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,10mg/ml,10,30,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,10mg/ml,10,31,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,10mg/ml,10,32,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,10mg/ml,10,33,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,10mg/ml,10,34,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,10mg/ml,10,35,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,10mg/ml,10,36,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,10mg/ml,10,37,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,10mg/ml,10,38,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,10mg/ml,10,39,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,10mg/ml,10,40,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,1,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,2,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,3,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,4,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,5,0.41,0.41,FALSE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,6,0.77,0.77,FALSE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,7,1.97,1.97,FALSE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,8,3.13,3.13,FALSE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,9,3.78,3.78,FALSE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,10,4.22,4.22,FALSE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,11,4.49,4.49,FALSE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,12,4.79,4.79,FALSE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,13,4.84,4.84,FALSE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,14,4.65,4.65,FALSE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,15,4.7,4.7,FALSE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,16,4.9,4.9,FALSE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,17,5,5,FALSE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,18,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,19,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,20,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,21,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,22,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,23,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,24,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,25,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,26,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,27,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,28,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,29,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,30,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,31,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,32,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,33,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,34,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,35,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,36,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,37,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,38,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,39,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.5mg/ml,0.5,40,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,1,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,2,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,3,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,4,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,5,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,6,1.57,1.57,FALSE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,7,2.57,2.57,FALSE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,8,3.43,3.43,FALSE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,9,3.88,3.88,FALSE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,10,4.3,4.3,FALSE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,11,4.62,4.62,FALSE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,12,4.8,4.8,FALSE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,13,4.89,4.89,FALSE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,14,5,5,FALSE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,15,5,5.18,FALSE,LEV=5.18 capped to 5 (outlier; above 0-5 scale)
A. indica,seeds,T. congolense,0.01mg/ml,0.01,16,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,17,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,18,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,19,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,20,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,21,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,22,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,23,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,24,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,25,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,26,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,27,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,28,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,29,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,30,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,31,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,32,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,33,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,34,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,35,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,36,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,37,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,38,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,39,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.01mg/ml,0.01,40,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,1,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,2,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,3,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,4,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,5,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,6,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,7,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,8,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,9,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,10,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,11,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,12,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,13,0,0,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,14,0.41,0.41,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,15,1.23,1.23,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,16,1.33,1.33,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,17,1.43,1.43,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,18,1.49,1.49,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,19,1.63,1.63,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,20,1.67,1.67,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,21,2.13,2.13,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,22,2.77,2.77,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,23,1.5,1.5,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,24,1.5,1.5,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,25,1.5,1.5,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,26,1.65,1.65,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,27,1.65,1.65,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,28,1.65,1.65,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,29,1.65,1.65,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,30,2,2,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,31,2,2,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,32,2,2,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,33,2.35,2.35,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,34,2.45,2.45,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,35,2.5,2.5,FALSE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,36,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,37,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,38,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,39,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,0.005mg/ml,0.005,40,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,1,0,0,FALSE,NA
A. indica,seeds,T. congolense,Negative Control,NA,2,0,0,FALSE,NA
A. indica,seeds,T. congolense,Negative Control,NA,3,0,0,FALSE,NA
A. indica,seeds,T. congolense,Negative Control,NA,4,0,0,FALSE,NA
A. indica,seeds,T. congolense,Negative Control,NA,5,1.73,1.73,FALSE,NA
A. indica,seeds,T. congolense,Negative Control,NA,6,2.56,2.56,FALSE,NA
A. indica,seeds,T. congolense,Negative Control,NA,7,3.57,3.57,FALSE,NA
A. indica,seeds,T. congolense,Negative Control,NA,8,4.3,4.3,FALSE,NA
A. indica,seeds,T. congolense,Negative Control,NA,9,4.49,4.49,FALSE,NA
A. indica,seeds,T. congolense,Negative Control,NA,10,4.59,4.59,FALSE,NA
A. indica,seeds,T. congolense,Negative Control,NA,11,4.35,4.35,FALSE,NA
A. indica,seeds,T. congolense,Negative Control,NA,12,4.59,4.59,FALSE,NA
A. indica,seeds,T. congolense,Negative Control,NA,13,4.7,4.7,FALSE,NA
A. indica,seeds,T. congolense,Negative Control,NA,14,4.9,4.9,FALSE,NA
A. indica,seeds,T. congolense,Negative Control,NA,15,5,5,FALSE,NA
A. indica,seeds,T. congolense,Negative Control,NA,16,5,5.18,FALSE,LEV=5.18 capped to 5 (outlier; above 0-5 scale)
A. indica,seeds,T. congolense,Negative Control,NA,17,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,18,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,19,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,20,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,21,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,22,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,23,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,24,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,25,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,26,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,27,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,28,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,29,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,30,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,31,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,32,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,33,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,34,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,35,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,36,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,37,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,38,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,39,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Negative Control,NA,40,NA,NA,TRUE,NA
A. indica,seeds,T. congolense,Positive Control,NA,1,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,2,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,3,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,4,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,5,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,6,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,7,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,8,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,9,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,10,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,11,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,12,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,13,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,14,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,15,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,16,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,17,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,18,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,19,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,20,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,21,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,22,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,23,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,24,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,25,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,26,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,27,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,28,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,29,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,30,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,31,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,32,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,33,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,34,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,35,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,36,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,37,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,38,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,39,0,0,FALSE,NA
A. indica,seeds,T. congolense,Positive Control,NA,40,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,1,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,2,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,3,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,4,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,5,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,6,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,7,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,8,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,9,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,10,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,11,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,12,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,13,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,14,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,15,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,16,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,17,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,18,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,19,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,20,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,21,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,22,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,23,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,24,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,25,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,26,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,27,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,28,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,29,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,30,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,31,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,32,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,33,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,34,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,35,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,36,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,37,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,38,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,39,0,0,FALSE,NA
A. indica,roots,T. congolense,100mg/ml,100,40,0,0,FALSE,NA
A. indica,roots,T. congolense,10mg/ml,10,1,0,0,FALSE,NA
A. indica,roots,T. congolense,10mg/ml,10,2,0,0,FALSE,NA
A. indica,roots,T. congolense,10mg/ml,10,3,0,0,FALSE,NA
A. indica,roots,T. congolense,10mg/ml,10,4,0,0,FALSE,NA
A. indica,roots,T. congolense,10mg/ml,10,5,0,0,FALSE,NA
A. indica,roots,T. congolense,10mg/ml,10,6,0,0,FALSE,NA
A. indica,roots,T. congolense,10mg/ml,10,7,2.5,2.5,FALSE,NA
A. indica,roots,T. congolense,10mg/ml,10,8,3.57,3.57,FALSE,NA
A. indica,roots,T. congolense,10mg/ml,10,9,4.16,4.16,FALSE,NA
A. indica,roots,T. congolense,10mg/ml,10,10,4.59,4.59,FALSE,NA
A. indica,roots,T. congolense,10mg/ml,10,11,4.98,4.98,FALSE,NA
A. indica,roots,T. congolense,10mg/ml,10,12,5,5.15,FALSE,LEV=5.15 capped to 5 (outlier; above 0-5 scale)
A. indica,roots,T. congolense,10mg/ml,10,13,NA,NA,TRUE,NA
A. indica,roots,T. congolense,10mg/ml,10,14,NA,NA,TRUE,NA
A. indica,roots,T. congolense,10mg/ml,10,15,NA,NA,TRUE,NA
A. indica,roots,T. congolense,10mg/ml,10,16,NA,NA,TRUE,NA
A. indica,roots,T. congolense,10mg/ml,10,17,NA,NA,TRUE,NA
A. indica,roots,T. congolense,10mg/ml,10,18,NA,NA,TRUE,NA
A. indica,roots,T. congolense,10mg/ml,10,19,NA,NA,TRUE,NA
A. indica,roots,T. congolense,10mg/ml,10,20,NA,NA,TRUE,NA
